,url,title,company,date_posted,geo_coord,industry,job_description
124,https://www.glassdoor.com/partner/jobListing.htm?pos=406&ao=437149&s=58&guid=0000016ec6279d5391e3d48b3da6557f&src=GD_JOB_AD&vt=w&cs=1_3708b1b3&cb=1575282515476&jobListingId=3419655828,Data Business Analyst,Sciente Consulting Pte. Ltd,2019-11-19,"('1.2931', '103.8558')",empty,"<div class=""jobDesc"" id=""JobDesc3419655828""><div class=""jobDescriptionContent desc""><strong>Job Description :</strong>
<br/>
An excellent opportunity for a Data Business Analyst to work within a leading industry in a global environment to support the complex enterprise level IT projects.
<br/>
Mandatory Skill(s)
<br/>
Bachelors Degree in Computer Science, Computer Engineering or Information System;
<br/>
At least 5years of experience in performing full cycle of data analysis,process mapping and designing &amp;developing tobe processes;
<br/>
Strong working knowledge in data models, database design and development,data process mapping techniques;
<br/>
Proficient in solving structured problems,datacentricanalysis and real time analytics;
<br/>
Excellent written / oral communication skills to clearly articulate messages to a variety of stakeholders;
<br/>
Proactive team player, working collaboratively with and through others.
<br/>
Desirable Skill(s)
<br/>
Knowledge in analytics application or cloud technologies;
<br/>
Data Analytics certifications.
<br/>
<strong>Responsibilities</strong>
<br/>
Responsible for gathering,analyzing, mapping &amp; reviewing the existing business processes to identify areas of improvements;
<br/>
Assess and providerelevant solutions and their potential impact aftergathering data from internal systems and external sources;
<br/>
Translate the business and data requirements into processspecification documents;
<br/>
Identifyingtrends, developing insights and present key findings to drive business performance;
<br/>
Verifyingbusiness requirements are incorporated into data/system designs and also be involved in UAT planning and execution;
<br/>
Develop documentation, training materials and conduct user trainings to facilitate adoption of new systems.
<br/><br/>
<strong>Job Description :</strong> An excellent opportunity for a Data Business Analyst to work within a leading industry in a global environment to support the complex enterprise level IT projects.Mandatory Skill(s) * Bachelors Degree in Computer Science, Comp</div></div>"
125,https://www.glassdoor.com/partner/jobListing.htm?pos=816&ao=437149&s=58&guid=0000016ec627c88a9b0b457a831f76be&src=GD_JOB_AD&vt=w&cs=1_b6d1781a&cb=1575282526615&jobListingId=3415035724,Internal Auditor (Data Analyst),National University of Singapore,2019-11-14,"('1.2942', '103.8025')",empty,"<div class=""jobDesc"" id=""JobDesc3415035724""><div class=""jobDescriptionContent desc"">Acquire data from different data sources, analyze and interpret trends or patterns in datasets to identify anomalies.
<br/>
Determine the relevance and importance of data for assessment to provide insights to the business and its processes.
<br/>
Enhance data analytics capability by driving and improving staff competencies in performing data analytics, visualization and incorporating data analytics into financial and operational audits.
<br/>
Identify opportunities for use of advanced data analytics tools and techniques to increase the effectiveness and efficiency of audits.
<br/><br/>
<strong>Qualifications</strong>
<br/><br/>
Degree in Accountancy, Computer Science or equivalent, with a minimum of 3 years of experience in a related field.
<br/>
Hands-on experience in use of data analytics tools and knowledge of programme language is required.
<br/>
Experience working in compliance, fraud investigation and audit would be an added advantage.
<br/>
Strong analytical and problem solving skills with the ability to collect, organize and analyze data with a keen eye for details.
<br/>
Good communication, presentation and report writing skills.
<br/><br/>
<strong>Job:</strong> Executive and Administrative
<br/>
<strong>Primary Location:</strong> Kent Ridge
<br/>
<strong>Organization:</strong> Office of Internal Audit
<br/>
<strong>Schedule:</strong> Full-time - Open (Permanent)
<br/><br/>
<strong>Job Posting:</strong> 13/11/2019, 7:00:08 AM
<br/><br/>
<strong><strong>:</strong></strong></div></div>"
126,https://www.glassdoor.com/partner/jobListing.htm?pos=430&ao=463638&s=58&guid=0000016ec6279d5391e3d48b3da6557f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_a611eb86&cb=1575282515475&jobListingId=3380015731,Instrument and Pricing Reference Data Analyst,J.P. Morgan,2019-11-06,"('1.2931', '103.8558')",Finance,"<div class=""jobDesc"" id=""JobDesc3380015731""><div class=""jobDescriptionContent desc"">JPMorgan Chase
<br/>
&amp; Co. (NYSE: JPM) is a leading global financial services firm with assets
<br/>
of $2 trillion and operations in more than 60 countries. The firm is a leader
<br/>
in investment banking, financial services for consumers, small business and
<br/>
commercial banking, financial transaction processing, asset management, and
<br/>
private equity.
<br/><br/>
<strong>Business
<br/>
Overview</strong>
<br/><br/>
Global
<br/>
Reference Data Operations (GRDO) is one of the top priorities across the Chief
<br/>
Administrative Office. Our team will help the company evolve to a more
<br/>
integrated data management strategy, which is globally consistent and
<br/>
usable for business, finance, risk and regulatory requirements. Our processes
<br/>
and systems associated with the production and consumption of reference data
<br/>
are managed by a number of areas, in a variety of ways. As such,
<br/>
the Firm wide Data Management Executive Committee has agreed to establish a
<br/>
centralized technology and operations team that will be responsible for
<br/>
managing enterprise reference data, including the Financial, Instrument,
<br/>
Product, Pricing, Client and Common reference data our businesses and corporate
<br/>
groups rely on for reporting and other purposes.
<br/><br/>
The Asset
<br/>
Pricing &amp; Reference Data (APRD) utility, a major component of GRDO with
<br/>
over 400 staff globally, services all areas of J.P. Morgan Chase Corporate
<br/>
&amp; Investment Bank, Asset Management, Consumer &amp; Community Banking and
<br/>
the Commercial Bank. APRD provides high quality Pricing &amp;
<br/>
Reference Data to its subscribers from major external market providers such as
<br/>
Bloomberg, S&amp;P, Thomson Reuters under a single operating model. Data
<br/>
is sourced, validated, mastered and distributed via J.P. Morgans strategic
<br/>
Pricing &amp; Reference Data architecture and is used for trading, risk
<br/>
management, settlement and regulatory reporting.
<br/><br/>
<strong>Position
<br/>
Summary</strong>
<br/><br/>
INSTRUMENT
<br/>
REFERENCE DATA OPERATIONS are responsible for creating, maintaining and
<br/>
investigating reference data across the firms strategic instrument reference
<br/>
data platform and various legacy applications acting as guardians of that data
<br/>
and responding to request and queries from the users.
<br/><br/>
<strong>Roles &amp;
<br/>
Responsibilities</strong>
<ul>
<li><div>Create new instruments for Equity
<br/>
 Derivatives products in Reference Data system</div> </li>
<li><div>Update/modify assets based on
<br/>
 internal client initiated changes (Middle Office, Trade support,
<br/>
 Settlements) or Corporate actions. Regular maintenance of securities that
<br/>
 require coupon, rate fixing and/or factor updates on a daily basis from
<br/>
 sources like Bloomberg, Reuters etc.</div> </li><li><div>Perform research through Bloomberg
<br/>
 and Reuters to find missing or additional information required to complete
<br/>
 set up or maintenance.</div> </li><li><div>Participate/Coordinate in special
<br/>
 projects such as; data clean up, process improvement analysis, metrics
<br/>
 reporting</div> </li><li><div>Plan and prioritize all projects
<br/>
 handled by the team.</div> </li><li><div>Monitor rejects Queue and clears
<br/>
 them on a timely basis. Ensuring Checklist, Metrics and EOD activities are
<br/>
 completed and signed off.</div> </li><li><div>Ensuring timely updating/review of
<br/>
 SOPs, Issue Logs and Project tracker.</div> </li><li><div>Handling and monitoring issue and
<br/>
 query mails and escalating issues promptly to the Team Leader</div> </li><li><div>A proactive approach to problem
<br/>
 solving, taking ownership of issues and having the determination to follow
<br/>
 things through</div> </li><li><div>Flexible work approach be willing
<br/>
 to operate within a shift environment (Potential early and late shift
<br/>
 starts)</div></li><li><div>Availability to work a share of
<br/>
 Singapore Public Holidays. Time off in lieu will be provided for public
<br/>
 holidays worked.</div></li><li><div>Relationship Management</div> </li>
</ul>
<strong>Qualifications:</strong>
<ul>
<li>College Degree with 2-4 Years of experience in Exchange Traded Derivatives.</li> <li>Knowledge of external reference data providers BLOOMBERG, REUTERS, etc. will be an advantage</li> <li>Knowledge of handling various related instrument reference data, Middle office functions - desirable</li> <li>Proficient in MS excel</li> <li>Excellent communication skills both oral and written</li> <li>Ability to multitask effectively</li> <li>Flexible and willing to stretch</li> <li>Focus on quality and controlled environment</li> <li>Attention to detail.</li>
</ul></div></div>"
127,https://www.glassdoor.com/partner/jobListing.htm?pos=121&ao=437149&s=58&guid=0000016ec627820aaace8d2b4f69b066&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_d4a00406&cb=1575282508530&jobListingId=3407500056,Data Analyst,Capgemini Technology Services India Limited,2019-11-05,"('1.2931', '103.8558')",Information Technology,"<div class=""jobDesc"" id=""JobDesc3407500056""><div class=""jobDescriptionContent desc"">Description


<ul>
<li>Establish, monitor and adapt the rules and metrics to measure data quality</li>
<li>Work with S2i Module owners to ensure the provided dataâ€™s quality is strictly identical to the S2iâ€™s one</li>
<li>Establish a framework to automate data quality checks and optimise related costs.</li>
<li>Ensure the implemented solutions comply with both regulatory and internal security and confidentiality rules (GDPR, CIDs, â€¦)</li>
</ul>
<strong>Requirements</strong>
<ul>
<li>Engineer or University degree</li>
<li>5+ years of experience in of data quality and data security management</li>
<li>5+ years of experience with data visualization and predictive tools</li>
<li>Good knowledge of predictive models (R or else)</li>
<li>Experience with MS Power BI, Tableau, Qlik or Domo is a real plus</li>
<li>Knowledge of data wrangling tools (Trifacta, alteryx, â€¦)</li>
</ul>

Ensure the implemented solutions comply with both regulatory and internal security and confidentiality rules (GDPR, CIDs, â€¦)</div></div>"
128,https://www.glassdoor.com/partner/jobListing.htm?pos=401&ao=437149&s=58&guid=0000016ec6279d5391e3d48b3da6557f&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_0b0607e4&cb=1575282515451&jobListingId=3400004432,Business Analyst (Data Management),Sciente,2019-11-26,"('1.2931', '103.8558')",Information Technology,"<div class=""jobDesc"" id=""JobDesc3400004432""><div class=""jobDescriptionContent desc"">Exciting opportunity to be a key member in supporting the implementation of a Group-Wide Management Information System for risk and performance calculations.
<br/><br/>
Mandatory Skill(s)
<br/><br/>
Degree in Finance, Accounting, or Business;
<br/>
At least 3 years of experience in data management and/or performance measurement, attribution, risk reporting and analysis;
<br/>
Strong in project implementation, experience in vendor and stakeholders management;
<br/>
Expertise in data management and analytics, with an appreciation of how data is used for performance measurement, attribution, and risk;
<br/>
Good experience working with MS Excel/VBA;
<br/>
Excellent team player with the ability to communicate across all levels and nationalities within the organization;
<br/>
Positive attitude and able to work under pressure.
<br/>
Desirable Skill(s)
<br/><br/>
Knowledge in SQL/Python or other coding skills;
<br/>
<strong>Qualifications in following areas:</strong> CIPM, FRM, CFA.
<br/>
<strong>Responsibilities</strong>
<br/><br/>
To support the implementation of a Group-Wide Management Information System;
<br/>
Responsible for Data Management and Investment Book of Records (IBOR), for performance and risk calculations;
<br/>
Responsible for Performance measurement and attribution (from both investment and company perspectives);
<br/>
Responsible for Risk analytics;
<br/>
Act as a business analyst to understand the requirements of business users, and document these into project functional specifications;
<br/>
Work closely with the project manager, subject matter experts, stakeholders and users from various business groups, external vendors and IT to implement the requirements and resolve project issues in a timely manner;
<br/>
Support the performance measurement and attribution expert to translate requirements into workable solutions, based on keen understanding of performance measurement, attribution and risk concepts, and a strong appreciation of data management practices and data mapping across systems;
<br/>
Perform User Acceptance Testing (UAT) on the requirements, and support business users in resolving UAT issues;
<br/>
Support project administration (such as vendor evaluation, project issue tracking, and documentation) as necessary.</div></div>"
129,https://www.glassdoor.com/partner/jobListing.htm?pos=305&ao=437149&s=58&guid=0000016ec6279494a4dc19919b548cf0&src=GD_JOB_AD&vt=w&cs=1_a308b2d0&cb=1575282513255&jobListingId=3415705570,Data Visualisation Analyst,Klook,2019-11-14,"('1.2931', '103.8558')",Travel & Tourism,"<div class=""jobDesc"" id=""JobDesc3415705570""><div class=""jobDescriptionContent desc"">What you'll do?
<br/><br/>
Strategize and work with tech team on data collection to enable business decisions, such as operations optimization and product mix strategies
<br/>
Analyze business data regularly to identify business opportunities and operational improvement opportunities
<br/>
Collaborate with tech and business lines to automate operational processes based on business analysis insights such as inventory management, service level monitoring etc
<br/>
Design comprehensive and user friendly dashboard for business line teams
<br/>
What you'll need?
<br/><br/>
Fresh Graduates are welcome to apply
<br/>
Strong in converting business requirements into analytics queries
<br/>
Experience in scripting languages and analytic tools such as SQL, Python, BigQuery, Google Analytics
<br/>
Skilled in data visualisation tools such as Tableau
<br/>
Eager to work in small team and fast-paced environment
<br/>
A start-up attitude – highly collaborative with an entrepreneurial, roll-up-your sleeves attitude that's not afraid to work independently when required
<br/>
Globally-minded and comfortable working with people from different cultural background and in different time zones
<br/>
Fluent spoken and written English and Chinese
<br/>
Experience in travel, e-commerce, or tech startups is a plus
<br/>
What you'll get?
<br/><br/>
An environment that values honesty, transparency and respect with awesome co-workers across Asia
<br/>
The rare opportunity to be part of building a global travel brand, ensuring its success and evolving it for the future
<br/>
7tWqKNbhj0</div></div>"
130,https://www.glassdoor.com/partner/jobListing.htm?pos=523&ao=437149&s=58&guid=0000016ec627a69f93df48ceadac6025&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_4bc311fd&cb=1575282517847&jobListingId=3286783207,Senior Data Scientist/ Data Scientist/ Data Analyst,Land Transport Authority,2019-11-22,"('1.2931', '103.8558')",Government,"<div class=""jobDesc"" id=""JobDesc3286783207""><div class=""jobDescriptionContent desc"">You will be part of a team of data scientists deriving business insights from large and real-time datasets for strategic planning and operational efficiency. You will also be responsible for the team’s projects to identify and explore suitable technologies, strategies and solutions for advanced data analytics/engineering. In your role, you will be establishing business synergies and strategise with the team to derive deeper business insights through meshing different datasets and propel innovative land transport solutions forward.
<br/><br/>
<strong>Requirements:</strong> -


<ul>
<li>MSc or PhD in a relevant technical field</li>
<li>Those without experience are also welcomed to apply</li>
<li>Candidates with more experience might be considered for more senior roles</li>
<li>Strong passion for empirical research and extensive experience solving analytical problems using quantitative approaches</li>
<li>Strong analytical, communication and presentation skills to communicate complex quantitative analysis in a clear, precise, and actionable manner</li>
<li>Keen sense in value of data relating to business objectives</li>
<li>Strong knowledge in statistical modelling and machine learning algorithms</li>
<li>Good knowledge in data visualisation tools like Tableau, and data analysis/processing tools like R and Python</li>
<li>Familiarity with data management, relational databases and SQL</li>
<li>Experience working with large and real-time datasets, preferably on MPP platforms</li>
<li>Experience with distributed computing tools is a plus (like Spark, Hadoop)</li>
</ul></div></div>"
131,https://www.glassdoor.com/partner/jobListing.htm?pos=318&ao=437149&s=58&guid=0000016ec6279494a4dc19919b548cf0&src=GD_JOB_AD&vt=w&cs=1_d0627ae8&cb=1575282513256&jobListingId=3222250921,Data Analyst (HR),Sciente,2019-11-17,"('1.2931', '103.8558')",Information Technology,"<div class=""jobDesc"" id=""JobDesc3222250921""><div class=""jobDescriptionContent desc"">An exciting opportunity for Analytics professionals to deepen skill sets in Data Analysis for the Human Resource (HR) department.
<br/><br/>
He/She will need to to develop advanced HR analytics strategies, to apply people analytics using advanced analytics technologies to solve problems through analytics driven insights.
<br/><br/>
Mandatory Skill(s)
<br/><br/>
Bachelor’s degree, preferably in a field of Applied Statistics, Data Mining, Machine Learning or Computer Science;
<br/>
Minimum 2 years of relevant experience as Data Analyst, Data Scientist, Business Analytics;
<br/>
Hands-on experience working on large data sets and able to solve problems through analytics driven insights;
<br/>
Knowledge of basic data science concepts (e.g. machine-learning algorithms, natural language processing, business application of statistics);
<br/>
Possess technical expertise on data modelling, database design development and data mining techniques;
<br/>
Experience in data analysis technologies (e.g. Tableau, Python, R, SAS) and database development tools (e.g. SQL, Hadoop);
<br/>
Has a strong aptitude for numbers and comfortable handling large volumes of data;
<br/>
Meticulous and organised with good interpersonal and communication skills.
<br/>
Desirable Skill(s)
<br/><br/>
Experience in applying data visualisation technique(s).
<br/>
<strong>Responsibilities</strong>
<br/><br/>
Coordinate with HR business users/stakeholders to gather necessary elements for successful implementation of initiative(s);
<br/>
Perform full cycle of Data Analyst activities such as analysing data, identifying trends, developing insights and presenting key findings to the management;
<br/>
Conducting assessment and examination of data from the source to ensure consistency;
<br/>
Design holistic analytical reports, articulating and transforming them into actionable people insights for key HR stakeholders;
<br/>
Ensures documentation of processes, analytics design, measure definitions, data integration, and development;
<br/>
Come up with ideas, experimenting, forming hypotheses and testing them out;
<br/>
Champion Data Analytics driven activities within the team, participate in data science projects to discover new analytics technologies and capacities through integrating current and new HR systems.</div></div>"
132,https://www.glassdoor.com/partner/jobListing.htm?pos=523&ao=437149&s=58&guid=0000016ec627a69f93df48ceadac6025&src=GD_JOB_AD&vt=w&cs=1_4bc311fd&cb=1575282517855&jobListingId=3286783207,Senior Data Scientist/ Data Scientist/ Data Analyst,Land Transport Authority,2019-11-22,"('1.2931', '103.8558')",Government,"<div class=""jobDesc"" id=""JobDesc3286783207""><div class=""jobDescriptionContent desc"">You will be part of a team of data scientists deriving business insights from large and real-time datasets for strategic planning and operational efficiency. You will also be responsible for the team’s projects to identify and explore suitable technologies, strategies and solutions for advanced data analytics/engineering. In your role, you will be establishing business synergies and strategise with the team to derive deeper business insights through meshing different datasets and propel innovative land transport solutions forward.
<br/><br/>
<strong>Requirements:</strong> -


<ul>
<li>MSc or PhD in a relevant technical field</li>
<li>Those without experience are also welcomed to apply</li>
<li>Candidates with more experience might be considered for more senior roles</li>
<li>Strong passion for empirical research and extensive experience solving analytical problems using quantitative approaches</li>
<li>Strong analytical, communication and presentation skills to communicate complex quantitative analysis in a clear, precise, and actionable manner</li>
<li>Keen sense in value of data relating to business objectives</li>
<li>Strong knowledge in statistical modelling and machine learning algorithms</li>
<li>Good knowledge in data visualisation tools like Tableau, and data analysis/processing tools like R and Python</li>
<li>Familiarity with data management, relational databases and SQL</li>
<li>Experience working with large and real-time datasets, preferably on MPP platforms</li>
<li>Experience with distributed computing tools is a plus (like Spark, Hadoop)</li>
</ul></div></div>"
133,https://www.glassdoor.com/partner/jobListing.htm?pos=709&ao=437149&s=58&guid=0000016ec627b963852f39ac0bc4175c&src=GD_JOB_AD&vt=w&cs=1_4023c69e&cb=1575282522677&jobListingId=3419656196,Data System Analyst,Sciente Consulting Pte. Ltd,2019-11-19,"('1.2931', '103.8558')",empty,"<div class=""jobDesc"" id=""JobDesc3419656196""><div class=""jobDescriptionContent desc""><strong>Job Description :</strong>
<br/>
A leading organisation is seeking analytics professionals to work as Data System Analysts to be part of a large-scale digital transformation project implementationin Singapore.
<br/>
Mandatory Skill(s)
<br/>
Degree in Computer Science, Applied Mathematics or equivalent;
<br/>
Has 3 years of relevant working experience in Data Analytics platform;
<br/>
Experienced in administrating and managing databases such as SQL, Oracle, Mongodb, PostgreSQL;
<br/>
Must have participated in implementing ETL (Extract-Transform-Load) software such as Informatica, Talend, IBM Cognos, Tibco, SAS;
<br/>
Ability to analyse large sets of data generated from multiple sources while ensuring data integrity;
<br/>
Posses good knowledge in programming technologies such as Python, Java, Scala, SPSS, C#;
<br/>
Experienced in data modelling and query tuning on SQL server or similar platforms;
<br/>
Experienced in preparing reports anddashboards development using Qlikview, PowerBI, Tableau, MicroStrategy or other business intelligence tools;
<br/>
Skilled in statistical tools such as R, SPSS, Matlab;
<br/>
Has a strong aptitude for numbers and comfortable handling large volumes ofdata;
<br/>
Strong analytical, problem solving, and communication skills.
<br/>
Desirable Skill(s)
<br/>
Data certifications;
<br/>
<strong>Responsibilities</strong>
<br/>
Responsible for creating and maintaining optimal data architecture;
<br/>
Design and develop ETL (Extract-Transform-Load) scripts and procedures to derive data from various sources, perform data migrations across different systems, databases and server;
<br/>
Gather and process raw data from data sources such as offline files by writing scripts, web scraping, calling APIâ€™s and writing SQL queries;
<br/>
Develop data set processes for data modelling, mining, production and process unstructured data into suitable forms for analysis purpose;
<br/>
Build and implement scripts for database maintenance, monitoring and conduct performance tuning;
<br/>
Develop reports, dashboards and visualizations using multiple data sources in Power BI, Tableau or QlikView;
<br/>
Analyze databases to recommend improvements and optimization measures;
<br/>
Perform testing and validation to verify data accuracy and prepare progress reports regarding business database status and health;
<br/>
Analyze complex data elements, systems, data flow, dependencies and relationships in order to contribute in building logical data models;
<br/>
Perform adhoc data analysis, write SQL scripts, stored procedures.
<br/><br/>
<strong>Job Description :</strong> A leading organisation is seeking analytics professionals to work as Data System Analysts to be part of a large-scale digital transformation project implementationin Singapore.Mandatory Skill(s) * Degree in Computer Science, A</div></div>"
134,https://www.glassdoor.com/partner/jobListing.htm?pos=509&ao=437149&s=58&guid=0000016ec627a69f93df48ceadac6025&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&cs=1_27a1f132&cb=1575282517837&jobListingId=3298957278,Data Center Analyst/Engineer,NTT DATA Singapore Pte Ltd,2019-11-07,"('1.2931', '103.8558')",Accounting & Legal,"<div class=""jobDesc"" id=""JobDesc3298957278""><div class=""jobDescriptionContent desc"">. Candidate should have 2-3 year of experience working in DC which can be medium to large data center in Singapore, basic knowledge of DC components such as Server, Storage, Network, Cabling (UTP, Fiber) is required.
<br/>
B. Candidate should know the basic Operations of Data center running environment and process follow with in DC.
<br/>
C. Follow the Standard Instructions given by SA (via SNOW) or DC Management for activities such as rack &amp; stack, cable patching, server health check, etc.
<br/>
D. Work with Designated Partner for racking and stacking of servers and all movement of servers will be managed by partner, Operator has to help of rack and stack on initial stage.
<br/>
E. Monitor the Data center servers status in terms of physical health check. ( Monitoring only involves for first level of work )
<br/>
F. Work with SA for console access and any client's approved process needs to follow in Data center.
<br/>
G. Follow the standard operating procedure of client's DC ops, which are standard across the region.
<br/>
H. Worked on Service now tickets / Request for any action required for server first level monitoring and engage right Team for next course of action.
<br/>
I. Hands and legs Support in case of escorting partner or any change worked required in DC.
<br/>
J. 24*7 Support with shift work where Operator will work 40 hours a week or shift pattern of ( 4 days and 3 Days a week â€“ 12 hours Shift )
<br/><br/>
Data Center Analyst/Engineer</div></div>"
135,https://www.glassdoor.com/partner/jobListing.htm?pos=208&ao=445897&s=58&guid=0000016ec6278b1fb5b195455bad41e2&src=GD_JOB_AD&vt=w&cs=1_a6b379c7&cb=1575282510852&jobListingId=3402065219,Data Analyst - Risk & Prevention,Ocbc Bank,2019-11-29,"('1.2931', '103.8558')",Finance,"<div class=""jobDesc"" id=""JobDesc3402065219""><div class=""jobDescriptionContent desc""><ul>
<li>Provide leadership expertise to analyze, recommend, develop
<br/>
and implement data drive solutions to uplift overall CFS Risk &amp; Prevention
<br/>
risk surveillance capabilities covering Sales, AML and Operations risk.</li>
<li>Provide thought leadership to CFS R&amp;P team so they
<br/>
can visualize how data led techniques – such as machine learning – could
<br/>
significantly change the way that Compliance Operates.</li>
<li>Improve effectiveness and efficiency of compliance
<br/>
monitoring activities and processes leveraging on data analytics capabilities.</li>
<li>Support the development, execution and refinement of
<br/>
automated systems for AML, Sales and Operations Surveillance to detect and
<br/>
validate suspicious transactions for escalation.</li>
<li>Support adhoc reporting requests from the CFS R&amp;P
<br/>
team.</li>
<li>Be the GCAD expert on regulatory and compliance
<br/>
related data matters.</li>
</ul>
<strong><br/><br/>General Knowledge &amp; Experience:<br/><br/></strong>
<br/><br/>
<ul>
<ul>
<li>Be updated on industry risk surveillance trends and capabilities for application consideration within CFS</li><li>Previous data analytics experience in Risk Surveillance and/or Audit capacity covering at least 2 or more (AML/Sales/Operations/Fraud) categories preferred.</li><li>Demonstrated Forward thinking approach and initiatives in risk management via data analytics</li></ul>
</ul>
<strong>
<br/><br/>
Programming &amp; Data:
<br/><br/>
</strong>
<ul>
<ul>
<li>Exposure to database or analytical marketing functions.</li><li>Some prior exposure to analytical software tools of leading analytical software tools (such as SAS / SPSS / R / Spark); leading database environments (Oracle / Teradata / Hadoop / SQL); reporting tools (Qlikview / Tableau / Cognos) and/or contact management platforms (Siebel / Pega).</li><li>Ability to analyse, identify, visualize and describe key trends within large datasets</li><li>Machine learning, statistical modeling, visualization</li> </ul>
</ul>
<strong><br/><br/>Communication &amp; Soft Skills:<br/><br/></strong>
<br/><br/>
<ul>
<ul>
<li>Good team player</li><li>Good written and oral communication skills and ability to interact effectively with people at different levels</li><li>Positive and progressive behavioral traits</li></ul>
</ul></div></div>"
136,https://www.glassdoor.com/partner/jobListing.htm?pos=412&ao=437149&s=58&guid=0000016ec6279d5391e3d48b3da6557f&src=GD_JOB_AD&vt=w&cs=1_acb634b2&cb=1575282515476&jobListingId=3419655782,Data Science Analyst,Sciente Consulting Pte. Ltd,2019-11-19,"('1.2931', '103.8558')",empty,"<div class=""jobDesc"" id=""JobDesc3419655782""><div class=""jobDescriptionContent desc""><strong>Job Description :</strong>
<br/>
An excellent opportunity to gain experience in AdvancedDataAnalytics as aDataScientistfor an established Financial Institution.
<br/>
Mandatory Skill(s)
<br/>
Bachelor\â€™s Degree, preferably in a field of Applied Statistics, Math, Economics or Analytics related qualifications;
<br/>
At least 4years of good hands on experience in Data Analytics / Advance Analytics;
<br/>
Hands-on experience working on largedatasets and able to solve problems through analytics driven insights;
<br/>
High proficiency in SQL,MS Excel ,MS Access and Business Intelligence tools such Tableau / Power BI;
<br/>
Has a strong aptitude for numbers and comfortable handling large volumes ofdata;
<br/>
Ability to visualizedataand create business impacts;
<br/>
Strong analytical, problem solving, and communication skills.
<br/>
Prior work experience inFinancial Institutions.
<br/>
Desirable Skill(s)
<br/>
Experience in R orPython;
<br/>
SAS or Analytics certification.
<br/>
<strong>Responsibilities</strong>
<br/>
Workon advanceddataanalytics and data scienceprojects as well assupport business units to analyze large-scale structured and unstructureddata;
<br/>
Explore advance analytical methods like Machine Learning to analyze business problems and solutions;
<br/>
Work with cross-functional teams to identify business opportunities, optimize operational processand deliver business insights;
<br/>
Process, cleanse,and verifythe integrity ofdataused for analysis and enhancingdatacollection procedures to include information that is relevant;
<br/>
Ensureproperdocumentation of processes, analytics design, measure definitions,dataintegrationand development;
<br/>
Develop reports, dashboards and visualizations using multipledatasources in Tableau or QlikView;
<br/>
ChampionDataAnalytics driven activities within theteam.
<br/><br/>
<strong>Job Description :</strong> An excellent opportunity to gain experience in AdvancedDataAnalytics as aDataScientistfor an established Financial Institution.Mandatory Skill(s) * Bachelor\â€™s Degree, preferably in a field of Applied Statistics, Math, Economi</div></div>"
